name_a,type_a,name_b,type_b,similarity,decision,confidence,reason
linux伺服器,system,linux,system,0.816,different,0.8,linux伺服器是基於linux的伺服器系統，而linux是作業系統
iphone,system,手機,system,0.8167,different,0.8,節點 A 指稱特定品牌的智慧型手機，節點 B 則指稱更廣泛的通用手機概念
資產,system,實體化資產,system,0.8158,same,0.8,資產和實體化資產在本體論類別system中具有相似的語意含義
密碼系統,system,資訊安全系統,system,0.8165,different,0.8,密碼系統和資訊安全系統相關但指稱不同概念
dos 作業系統,system,windows,system,0.8156,different,0.9,dos 和 windows 是兩個不同的作業系統
路由器,system,物聯網裝置,system,0.8165,different,0.8,路由器和物聯網裝置是相關但不同的資訊系統概念
資訊安全管理系統,system,資產管理系統,system,0.8157,different,0.8,兩節點名稱雖相關但指稱不同概念
amazon ec2,system,amazon aws,system,0.8159,different,0.8,Amazon EC2 是 Amazon AWS 的一部分，但兩者指稱不同概念
用戶設備,system,終端使用者裝置,system,0.8152,same,0.9,用戶設備和終端使用者裝置是同義詞
乙太網路,system,網路層,system,0.8151,different,0.8,乙太網路和網路層是相關但不同的概念，乙太網路是一種網路技術，網路層是網路架構中的 một 層
使用者裝置,system,iot裝置,system,0.8152,different,0.8,使用者裝置和IoT裝置雖相關但指稱不同概念
系統主機,system,主機a,system,0.8161,same,0.8,系統主機和主機a雖名稱不同，但都指稱資訊系統的主機概念
電腦或網路,system,物聯網,system,0.8152,different,0.8,電腦或網路和物聯網是相關但不同的概念
電力設施,system,備援電力,system,0.8145,different,0.8,電力設施和備援電力雖相關但指稱不同概念
模組裝置,system,iot裝置,system,0.8146,same,0.8,模組裝置和IoT裝置在系統中都指涉特定功能的硬體或軟體單元
學生關聯表,system,書本關聯表,system,0.8144,different,0.9,兩節點名稱語意不同，指稱不同概念
資訊安全管理系統,system,憑證機構資訊系統,system,0.8148,different,0.8,兩節點名稱雖相關但指稱不同概念
電腦或網路,system,公司網路,system,0.8144,different,0.8,節點 A 指電腦或網路，節點 B 指公司網路，雖相關但指稱不同概念
電信網路,system,物聯網,system,0.8143,different,0.8,電信網路和物聯網是相關但不同的概念
無線區域網路,system,公共無線網路服務,system,0.8144,different,0.8,無線區域網路和公共無線網路服務雖相關但指稱不同概念
公司電腦,system,用戶電腦,system,0.8149,different,0.8,公司電腦和用戶電腦雖然都是電腦，但指稱不同概念
企業網路電路,system,企業級路由器,system,0.8188,different,0.8,企業網路電路和企業級路由器是相關但不同的概念
使用者端,system,用戶終端設備,system,0.8138,same,0.9,使用者端和用戶終端設備是資訊系統中用戶交互的同義詞
b2b,system,b2c,system,0.8137,different,0.9,b2b 和 b2c 是兩種不同的商務模式
行動電話,system,android 手機,system,0.8155,same,0.8,行動電話和Android手機都是指行動通訊設備，且Android手機是一種行動電話的實現
公司電腦,system,家中電腦,system,0.8138,different,0.8,公司電腦和家中電腦雖然都是電腦，但用途和環境不同
系統計算機,system,資訊處理系統,system,0.8136,same,0.8,系統計算機和資訊處理系統是同義詞
電腦伺服器,system,資料庫伺服器,system,0.8136,different,0.8,電腦伺服器和資料庫伺服器是相關但不同的概念
無線通訊,system,4g通訊,system,0.8137,different,0.8,無線通訊是一個更廣泛的概念，4g通訊是無線通訊的一種特定技術
系統計算機,system,linux系統,system,0.8131,different,0.8,系統計算機和linux系統雖相關但指稱不同概念
資通系統,system,認證系統,system,0.813,different,0.8,兩節點名稱雖相關但指稱不同概念
雲端運算服務,system,雲端環境,system,0.8142,same,0.8,雲端運算服務和雲端環境在本體論類別system下具有相近的語意含義
網頁瀏覽器,system,網頁伺服器,system,0.8128,different,0.9,網頁瀏覽器和網頁伺服器是相關但不同的資訊系統元件
802.11a,system,802.11ac,system,0.8134,different,0.9,802.11a 和 802.11ac 是不同的 Wi-Fi 通訊協定標準
電子檔案系統,system,資料庫系統,system,0.8126,different,0.8,電子檔案系統和資料庫系統是相關但不同的資訊系統
電腦伺服器,system,internet 伺服器,system,0.8126,same,0.8,電腦伺服器和internet伺服器都是指提供網際網路服務的伺服器
雲端基礎設施,system,雲端平台,system,0.8126,different,0.8,雲端基礎設施和雲端平台相關但指稱不同概念
物聯網雲端平台,system,平台,system,0.8125,different,0.8,節點 A 指的是特定類型的平台，節點 B 過於籠統
工作站/個人電腦,system,個人電腦與伺服器,system,0.8132,different,0.8,工作站/個人電腦與個人電腦與伺服器指稱不同概念
網通設備,system,用戶設備,system,0.8125,different,0.8,網通設備和用戶設備雖然都是資訊系統的一部分，但指稱不同類型的設備
目標主機,system,目標伺服器,system,0.8125,same,0.9,目標主機和目標伺服器在資訊系統中常被用作同義詞
gsm,system,手機,system,0.8122,different,0.8,GSM 是一種無線通訊技術，手機是一種通訊設備，雖相關但指稱不同概念
目標電腦,system,目標伺服器,system,0.8121,different,0.8,目標電腦和目標伺服器雖相關但指稱不同概念
第二代行動通訊,system,行動通訊系統,system,0.8128,same,0.8,兩節點名稱語意相近，第二代行動通訊是一種行動通訊系統
網路系統,system,乙太網路,system,0.8119,different,0.8,乙太網路是網路系統的一種特定類型
基地台,system,基地台 (ap),system,0.8139,same,0.9,兩節點名稱語意等價，基地台和基地台 (ap) 指稱相同概念
電腦伺服器,system,dns伺服器,system,0.8118,different,0.8,電腦伺服器和DNS伺服器是相關但不同的資訊系統概念
乙太網路,system,物聯網,system,0.8124,different,0.8,乙太網路和物聯網是相關但不同的資訊系統概念
無線通訊,system,電信網路,system,0.8117,different,0.8,無線通訊和電信網路相關但指稱不同概念
組織內部網路,system,企業或組織內部,system,0.8137,same,0.9,節點 A 和節點 B 的名稱語意相近，均指組織內部的網路或系統
用戶電腦,system,家中電腦,system,0.8111,same,0.8,用戶電腦和家中電腦在此語境下可視為同義詞
目標主機,system,主機,system,0.811,different,0.8,目標主機和主機雖相關但指稱不同概念
windows 作業系統,system,用戶電腦,system,0.8113,different,0.8,windows 作業系統和用戶電腦是相關但不同的概念
ios,system,iaas,system,0.8109,different,0.9,ios 和 iaas 屬於不同類型的資訊系統
系統主機,system,內部主機,system,0.8108,same,0.8,系統主機和內部主機在資訊系統中可能指稱同一概念
核心資通系統,system,核心網路,system,0.8108,different,0.8,核心資通系統和核心網路雖相關但指稱不同概念
電力設施,system,備援電力系統,system,0.8105,different,0.8,電力設施和備援電力系統是相關但不同的概念
物聯網節點,system,物聯網,system,0.8104,same,0.9,兩節點名稱語意等價
資通系統,system,資料庫系統,system,0.8102,different,0.8,資通系統和資料庫系統是相關但不同的資訊系統類別
網通設備,system,無線設備,system,0.812,different,0.8,網通設備和無線設備是相關但不同的概念
windows 電腦,system,windows 10,system,0.81,different,0.8,windows 電腦是一種通用系統，而 windows 10 是一種特定版本的作業系統
使用者端,system,終端使用者裝置,system,0.8123,same,0.8,使用者端和終端使用者裝置在資訊系統中指稱相似的概念
營運系統伺服器,system,公司伺服器,system,0.8099,same,0.8,兩節點名稱語意相近，均指伺服器
企業組織營運,system,企業或組織內部,system,0.8107,same,0.8,兩節點名稱語意相近，均指企業或組織的內部營運
windows 作業系統,system,windows server,system,0.8094,different,0.8,windows 作業系統和 windows server 是相關但不同的概念
雲端服務環境,system,雲端平台,system,0.8096,same,0.8,雲端服務環境和雲端平台在本體論類別system下具有相似的語意含義
電腦伺服器,system,web伺服器,system,0.8091,different,0.8,電腦伺服器和web伺服器雖相關但指稱不同概念
行動通訊系統,system,手機,system,0.8091,different,0.8,行動通訊系統是一種系統，手機是一種設備
雲端基礎設施,system,雲端運算,system,0.8089,different,0.8,雲端基礎設施和雲端運算相關但指稱不同概念
公司電腦,system,使用者的電腦,system,0.8096,different,0.8,公司電腦和使用者的電腦指稱不同概念
電力系統,system,備援電力,system,0.8088,different,0.8,電力系統和備援電力雖相關但指稱不同概念
雲端基礎設施,system,雲端服務,system,0.8089,different,0.8,雲端基礎設施和雲端服務相關但指稱不同概念
受控制電腦,system,機器人電腦,system,0.8085,different,0.8,受控制電腦和機器人電腦雖相關但指稱不同概念
平台即服務 (paas),system,軟體即服務 (saas),system,0.8085,different,0.8,節點 A 和節點 B 屬於不同類型的雲端服務模型
網通設備,system,物聯網裝置,system,0.808,different,0.8,網通設備和物聯網裝置雖相關但指稱不同概念
跳板主機,system,主機,system,0.8088,different,0.8,跳板主機是主機的一種特定類型
san,system,nas,system,0.8078,same,0.8,san 和 nas 都是儲存系統的縮寫，分別代表 Storage Area Network 和 Network Attached Storage
雲端資訊系統,system,雲端服務,system,0.8076,different,0.8,雲端資訊系統和雲端服務相關但指稱不同概念
密碼系統,system,認證系統,system,0.8075,different,0.8,密碼系統和認證系統是相關但不同的概念
資訊安全資產,system,硬體資產,system,0.8083,different,0.8,資訊安全資產和硬體資產是相關但不同的概念
物聯網相關設備,system,iot裝置,system,0.8115,same,0.9,物聯網相關設備和iot裝置是同義詞
iphone,system,smartphone,system,0.8072,different,0.8,iphone 是一種特定的 smartphone 品牌
公司電腦,system,公司伺服器,system,0.8072,different,0.8,公司電腦和公司伺服器是相關但不同的資訊系統概念
windows 電腦,system,用戶電腦,system,0.8071,different,0.8,節點 A 指特定操作系統的電腦，節點 B 指一般用戶使用的電腦
資訊資產,system,虛擬化資產,system,0.8071,different,0.8,兩節點名稱雖相關但指稱不同概念
資訊資產,system,虛擬資產,system,0.8119,different,0.8,資訊資產和虛擬資產雖相關但指稱不同概念
聯網裝置,system,電腦或網路,system,0.8075,different,0.8,聯網裝置和電腦或網路雖相關但指稱不同概念
對稱金鑰加密系統,system,公開金鑰密碼系統,system,0.8085,different,0.8,對稱金鑰加密系統和公開金鑰密碼系統是兩種不同的加密方法
linux工作站,system,linux桌上型電腦,system,0.807,same,0.9,linux工作站和linux桌上型電腦在大多數情況下指稱相同的概念
wi-fi 裝置,system,裝置,system,0.8074,different,0.8,wi-fi 裝置是裝置的一種特定類型，但不是所有裝置都是 wi-fi 裝置
雲端服務環境,system,雲端運算,system,0.8062,different,0.8,雲端服務環境和雲端運算相關但指稱不同概念
linux伺服器,system,虛擬伺服器,system,0.8071,different,0.8,linux伺服器和虛擬伺服器是相關但不同的概念
健保ic卡,system,ic 卡系統,system,0.8061,different,0.8,節點A指特定卡片，節點B指整體系統
tcp/ip 網路,system,tcp,system,0.8061,different,0.8,tcp/ip 網路和 tcp 雖相關但指稱不同概念
c2c電子商務,system,電子商務系統,system,0.806,same,0.9,c2c電子商務和電子商務系統是同義詞
安全環境,system,資訊安全範疇,system,0.8077,different,0.8,安全環境和資訊安全範疇相關但指稱不同概念
系統運作,system,關鍵系統,system,0.8059,different,0.8,系統運作和關鍵系統雖相關但指稱不同概念
雲端環境,system,雲端資料庫,system,0.8059,different,0.8,雲端環境和雲端資料庫是相關但不同的概念
pki,system,cryptoki,system,0.8065,different,0.8,PKI 和 Cryptoki 是相關但不同的概念，PKI 是公鑰基礎設施，而 Cryptoki 是一種加密令牌的標準化接口
osi 參考模式,system,osi模型,system,0.806,same,0.9,節點 A 和節點 B 的名稱語意等價，OSI 參考模式和 OSI 模型是同一個概念的不同稱呼
ieee 802.11i,system,802.11g,system,0.8057,different,0.9,IEEE 802.11i 和 802.11g 是不同的無線網路標準
電力系統,system,獨立供電系統,system,0.8059,different,0.8,電力系統和獨立供電系統雖相關但指稱不同概念
目標網路,system,目標系統,system,0.8054,same,0.9,目標網路和目標系統在資訊系統的語境下是同義詞
電腦主機,system,主機,system,0.8054,same,0.9,電腦主機和主機在資訊系統中是同義詞
ieee 802.11i wlan,system,802.11g,system,0.8052,different,0.8,節點 A 和節點 B 所指的無線網路標準不同
linux工作站,system,工作站/個人電腦,system,0.8058,different,0.8,linux工作站是工作站/個人電腦的一種特定類型
內外網路,system,網路層,system,0.8052,different,0.8,內外網路和網路層是相關但不同的概念，前者指網路的物理範圍，後者指網路的架構層次
電子商務,system,o2o電子商務模式,system,0.8051,different,0.8,電子商務和o2o電子商務模式相關但指稱不同概念
windows 作業系統,system,windows 10,system,0.8061,different,0.8,windows 作業系統是一個廣泛的系統類別，windows 10 是其下的特定版本
物聯網雲端平台,system,雲端支付平台,system,0.8048,different,0.8,兩節點雖相關但指稱不同概念，物聯網雲端平台與雲端支付平台是不同類型的系統
行動通訊系統,system,4g通訊,system,0.8051,different,0.8,行動通訊系統是一個更廣泛的概念，4g通訊是其中的一種技術
lan,system,san,system,0.8047,different,0.8,lan 和 san 是兩種不同類型的網路儲存系統
wan,system,nas,system,0.8047,different,0.8,wan 和 nas 是兩個不同的資訊系統概念
網通設備,system,電力設備,system,0.8045,different,0.9,網通設備和電力設備是兩種不同類型的系統設備
gsm 行動電話設備,system,行動裝置,system,0.8068,different,0.8,gsm 行動電話設備和行動裝置雖相關但指稱不同概念
組織,system,組織資產,system,0.8043,different,0.8,組織和組織資產是相關但不同的概念
hicloud,system,雲端環境,system,0.8049,different,0.8,hicloud 是特定雲端服務的名稱，雲端環境是更廣泛的概念
無線區域網路,system,路由器,system,0.8038,different,0.8,無線區域網路和路由器是相關但不同的概念
控制的設備,system,自動化生產與控制系統設備,system,0.8038,same,0.8,兩節點名稱語意相近，均涉及控制設備
linux 系統,system,android 系統,system,0.8037,different,0.9,linux 和 android 是兩個不同的作業系統
ims,system,多媒體子系統 (ims),system,0.8032,same,0.9,ims 和多媒體子系統 (ims) 的名稱語意等價
智慧卡電子系統,system,ic 卡系統,system,0.8031,same,0.8,智慧卡電子系統和ic卡系統是同義詞
硬體資產,system,電腦設備,system,0.8051,same,0.8,硬體資產和電腦設備在資訊系統中常常指涉相關概念
nas,system,paas,system,0.8029,different,0.8,nas 和 paas 是相關但不同的資訊系統概念
無線存取網路,system,4g無線網路,system,0.8031,different,0.8,無線存取網路和4g無線網路雖相關但指稱不同概念
機器人電腦,system,系統計算機,system,0.8028,same,0.9,機器人電腦和系統計算機在本體論類別system下具有相似的語意含義
競爭對手的網路,system,網路環境,system,0.8027,different,0.8,節點 A 指的是競爭對手的網路，節點 B 指的是網路環境，兩者雖相關但指稱不同概念
設備與系統,system,網通設備,system,0.8025,different,0.8,設備與系統涵蓋範圍較廣，網通設備則為特定類型
晶片卡,system,卡片,system,0.8025,different,0.8,晶片卡和卡片雖相關但指稱不同概念
雲端基礎設施,system,雲端服務環境,system,0.8025,same,0.8,雲端基礎設施和雲端服務環境在本體論類別system下具有相近的語意含義
備援中心,system,資料中心,system,0.805,different,0.8,備援中心和資料中心雖相關但指稱不同概念
gsm 行動電話設備,system,手機,system,0.8023,same,0.9,gsm 行動電話設備和手機是同義詞
目標網路,system,目標伺服器,system,0.8022,different,0.8,目標網路和目標伺服器雖相關但指稱不同概念
資訊資產,system,實體化資產,system,0.8017,different,0.8,資訊資產和實體化資產雖相關但指稱不同概念
機房,system,資訊設施機房,system,0.8017,same,0.9,機房和資訊設施機房的名稱語意相近，指稱相同的概念
電腦主機,system,機器人電腦,system,0.8021,different,0.8,電腦主機和機器人電腦雖然都是電腦系統，但指稱不同概念
物聯網架構,system,網路層,system,0.8045,different,0.8,物聯網架構和網路層是相關但不同的概念
健身設備,system,電腦設備,system,0.8017,different,0.9,健身設備和電腦設備是兩種不同類型的設備
資通系統,system,目標系統,system,0.8016,different,0.8,兩節點名稱雖相關但指稱不同概念
網路層,system,內部網路,system,0.8016,different,0.8,網路層和內部網路雖相關但指稱不同概念
ios,system,ios 手機,system,0.8015,different,0.8,節點 A 指 ios 作業系統，節點 B 指 ios 手機，雖相關但指稱不同概念
暖備援站點,system,備用站點,system,0.8045,same,0.8,兩節點名稱語意相近，暖備援站點和備用站點都指涉資訊系統的備援設施
雲端資訊系統,system,憑證機構資訊系統,system,0.8015,different,0.8,兩節點名稱雖相關但指稱不同概念
windows 電腦,system,dos 作業系統,system,0.8012,different,0.8,windows 電腦和 dos 作業系統是相關但不同的概念
公司電腦,system,工作站/個人電腦,system,0.8014,different,0.8,公司電腦和工作站/個人電腦雖相關但指稱不同概念
營運系統,system,公共交通工具,system,0.8012,different,0.8,營運系統和公共交通工具是兩個不同的概念
關聯式資料庫,system,資料庫系統,system,0.8009,same,0.9,兩節點名稱語意相近，皆指涉資料儲存系統
linux系統設備,system,linux 系統,system,0.8007,same,0.8,節點 A 和節點 B 都指涉 Linux 系統，設備是系統的一部分
資通系統,system,系統資源,system,0.8011,different,0.8,兩節點名稱雖相關但指稱不同概念
macos,system,linux,system,0.8004,different,0.9,macos 和 linux 是兩個不同的作業系統
主站點,system,備用站點,system,0.8002,different,0.8,主站點和備用站點是相關但不同的概念
關鍵資訊基礎設施,system,基礎設施,system,0.8001,different,0.8,節點 A 指關鍵資訊基礎設施，節點 B 指一般基礎設施，兩者概念不同
雲端運算,system,雲端平台,system,0.801,same,0.8,雲端運算和雲端平台在本體論類別system下為同義詞
軟體類資產,app,軟體資產,app,0.9771,same,0.9,軟體類資產和軟體資產在語意上相近，指稱同一概念
ms-sql server,app,ms sql server,app,0.973,same,1.0,兩節點名稱語意等價，僅有連字號的差異
系統應用程式,app,應用系統程式,app,0.9778,same,0.9,系統應用程式和應用系統程式是同義詞
應用系統程式,app,應用系統,app,0.9624,different,0.8,節點 A 強調程式，節點 B 則著重於系統
o2o電子商務模式,system,b2b電子商務,system,0.8015,different,0.9,o2o和b2b電子商務模式是兩種不同的商務模式
應用軟體,app,網路應用軟體,app,0.9332,different,0.8,節點 A 和節點 B 雖然都屬於應用程式類別，但名稱語意上有所不同，節點 A 較為一般，節點 B 則特指網路應用軟體
網站,app,網頁,app,0.9391,different,0.8,網站和網頁雖相關但指稱不同概念
資通系統,system,lte 系統,system,0.8025,different,0.8,資通系統和lte系統雖相關但指稱不同概念
網路應用程式,app,網路應用軟體,app,0.9286,same,0.9,網路應用程式和網路應用軟體是同義詞
程式,app,電腦程式,app,0.9236,same,0.9,程式和電腦程式是同義詞
資訊安全範疇,system,資訊安全管理制度,system,0.8029,different,0.8,節點 A 和節點 B 雖然都與資訊安全相關，但指稱不同的概念，前者是範疇，後者是管理制度
應用系統程式,app,應用軟體子系統,app,0.9234,same,0.8,兩節點名稱語意相近，均指涉及應用程式的子系統或系統
電腦軟體,app,軟體程式,app,0.9329,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指軟體程式
軟體程式,app,應用軟體,app,0.9194,same,0.9,軟體程式和應用軟體是同義詞
應用軟體子系統,app,應用系統,app,0.9198,different,0.8,節點 A 和節點 B 雖然都屬於應用程式類別，但名稱語意上有所不同，指稱不同的概念
系統應用程式,app,應用軟體子系統,app,0.9137,same,0.8,系統應用程式和應用軟體子系統在語意上相近，可能指稱同一概念
應用軟體子系統,app,軟體系統,app,0.9121,different,0.8,節點 A 和節點 B 雖然都與軟體相關，但指稱不同概念
手機app程式,app,應用程式,app,0.9151,same,0.9,節點名稱語意等價
應用軟體,app,應用程式,app,0.9119,same,1.0,兩節點名稱語意等價
應用程式,app,行動應用程式,app,0.9114,same,0.9,兩節點名稱語意相近，行動應用程式是應用程式的一種特定類型
手機app程式,app,行動應用程式,app,0.9139,same,0.9,兩節點名稱語意等價，都是指行動裝置上的應用程式
系統應用程式,app,應用系統,app,0.9477,same,0.9,系統應用程式和應用系統是同義詞
應用程式,app,app,app,0.9081,same,1.0,節點 A 和節點 B 的名稱語意等價，都是指應用程式
應用系統程式,app,應用程式,app,0.9048,same,0.9,兩節點名稱語意等價，都是指應用程式的概念
erp系統,app,erp 系統,app,0.9052,same,1.0,節點 A 和節點 B 的名稱完全相同，均為 erp 系統
拍賣網站,app,露天拍賣網站,app,0.9047,different,0.8,節點 A 和節點 B 雖然都與拍賣網站相關，但節點 B 指的是特定的露天拍賣網站
網路應用程式,app,應用程式,app,0.8922,same,0.8,節點 A 和節點 B 的名稱語意相近，網路應用程式是一種應用程式
網路應用程式,app,網頁應用程式,app,0.8974,same,0.8,網路應用程式和網頁應用程式都是指在網路上運行的應用程式
ftp/ssh,app,ftp,app,0.8905,different,0.8,ftp/ssh 和 ftp 雖相關但指稱不同概念
web 應用程式,app,網頁應用程式,app,0.882,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指網頁上運行的應用程式
電腦軟體,app,應用軟體,app,0.8811,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式的軟體
網站應用程式,app,網頁應用程式,app,0.9438,same,0.9,網站應用程式和網頁應用程式是同義詞
網站,app,官網,app,0.8786,same,0.8,網站和官網在此語境下是同義詞
加密程式,app,解密程式,app,0.8776,different,0.8,加密程式和解密程式是相關但不同的概念
應用軟體子系統,app,應用軟體,app,0.8773,different,0.8,節點 A 和節點 B 雖然都與應用軟體相關，但指稱的概念不同，A 是子系統，B 是軟體本身
應用系統程式,app,應用軟體,app,0.8768,same,0.9,兩節點名稱語意等價，都是指應用程式
app,app,行動應用程式,app,0.8757,same,0.9,app 和 行動應用程式 是同義詞
儲存服務,app,雲端儲存服務,app,0.9321,same,0.8,儲存服務和雲端儲存服務是相關的概念，且雲端儲存服務可以被視為儲存服務的一種特定形式
手機app程式,app,app,app,0.8749,same,0.8,節點A和節點B的名稱語意相近，均指稱應用程式
應用程式,app,應用程式套件,app,0.8737,different,0.8,應用程式和應用程式套件雖相關但指稱不同概念
系統應用程式,app,應用程式,app,0.8722,same,0.9,節點名稱語意等價
電子郵件用戶端,app,電子郵件,app,0.8717,different,0.8,電子郵件用戶端和電子郵件雖相關但指稱不同概念
瀏覽器,app,chrome,app,0.8728,different,0.8,瀏覽器是軟體類別，chrome是瀏覽器的一種實例
加密程式,app,電腦程式,app,0.8694,different,0.8,節點 A 和節點 B 雖然都是電腦程式，但加密程式是電腦程式的一種特定類型
安裝軟體,app,安裝程式,app,0.9064,same,0.9,節點名稱語意等價
系統應用程式,app,軟體系統,app,0.8687,different,0.8,系統應用程式和軟體系統雖相關但指稱不同概念
網頁,app,官網,app,0.8681,different,0.8,網頁和官網雖相關但指稱不同概念
網頁,app,web 頁面,app,0.9039,same,0.9,網頁和web頁面是同義詞
軟體系統,app,軟體程式,app,0.8663,same,0.9,軟體系統和軟體程式在此語境下是同義詞
應用程式,app,網站應用程式,app,0.8684,different,0.8,節點 A 和節點 B 雖然都屬於應用程式類別，但節點 B 特指網站應用程式，與節點 A 的廣義應用程式有所不同
雲端應用程式,app,應用程式,app,0.8659,different,0.8,節點 A 指的是雲端應用程式，節點 B 指的是一般應用程式，兩者雖相關但指稱不同概念
電子商務網站,app,購物網站,app,0.8645,same,0.9,電子商務網站和購物網站是同義詞
套裝軟體,app,軟體程式,app,0.8657,different,0.8,套裝軟體和軟體程式雖相關但指稱不同概念
銀行資料庫,app,資料庫,app,0.8633,different,0.8,節點 A 指的是銀行的資料庫，節點 B 指的是一般的資料庫，兩者概念不同
軟體程式,app,網路應用軟體,app,0.8646,same,0.8,軟體程式和網路應用軟體在本體論類別app下語意相近
應用軟體,app,應用程式套件,app,0.8636,same,0.9,兩節點名稱語意等價，都是指應用程式的不同稱呼
網站服務,app,http 服務,app,0.8604,different,0.8,網站服務和http服務相關但指稱不同概念
芳鄰,app,網路芳鄰,app,0.8629,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指網路芳鄰應用程式
線上購物,app,購物網站,app,0.8885,same,0.9,線上購物和購物網站是同義詞
網站,app,網站服務,app,0.8596,different,0.8,網站和網站服務雖相關但指稱不同概念
web 應用程式,app,網站應用程式,app,0.8625,same,0.9,web 應用程式和網站應用程式是同義詞
應用系統程式,app,軟體系統,app,0.8569,same,0.8,節點名稱語意相近，均指軟體系統
電子郵件用戶端,app,電子郵件客戶端,app,0.8562,same,0.9,電子郵件用戶端和電子郵件客戶端是同義詞
微軟網路芳鄰,app,網路芳鄰,app,0.8797,same,0.9,節點 A 和節點 B 的名稱語意相近，且節點 A 的名稱包含了節點 B 的名稱，表明兩者可能指稱同一個概念
組織的網站,app,網站,app,0.8584,different,0.8,節點 A 指的是組織的網站，節點 B 指的是一般的網站，兩者概念不同
網站,app,web 頁面,app,0.8543,different,0.8,網站和web頁面相關但指稱不同概念
網路應用軟體,app,網頁應用程式,app,0.8542,same,0.8,網路應用軟體和網頁應用程式都是指在網路上運行的應用程式
應用系統程式,app,應用程式套件,app,0.8522,same,0.9,兩節點名稱語意相近，均指應用程式的概念
軟體系統,app,應用系統,app,0.8515,same,0.9,軟體系統和應用系統在本體論類別app下為同義詞
軟體程式,app,電腦程式,app,0.8514,same,0.9,軟體程式和電腦程式是同義詞
專門的網站,app,網站,app,0.8536,different,0.8,節點 A 和節點 B 雖然都與網站相關，但節點 A 強調的是專門的網站，指稱更具體的概念
app,app,第三方 app,app,0.851,same,0.8,節點 A 和節點 B 的名稱語意相關，第三方 app 是 app 的一種類型
php 網頁,app,網頁,app,0.8679,different,0.8,節點 A 指的是使用 PHP 開發的網頁，節點 B 指的是一般的網頁，兩者概念不同
網路應用程式,app,網站應用程式,app,0.8589,same,0.8,網路應用程式和網站應用程式在此語境下可視為同義詞
銀行網站,app,網站,app,0.8505,different,0.8,節點 A 指的是銀行網站，節點 B 指的是一般網站，兩者概念不同
手機app程式,app,手機銀行應用程式,app,0.8491,different,0.8,節點A指一般手機app程式，節點B指特定銀行應用程式
網頁,app,瀏覽器,app,0.85,different,0.8,網頁和瀏覽器是相關但不同的概念，網頁是瀏覽器顯示的內容，而瀏覽器是用於顯示網頁的軟體
google,app,chrome,app,0.8474,different,0.9,google 和 chrome 是相關但不同的概念，google 是公司名稱，chrome 是其開發的瀏覽器
套裝軟體,app,電腦軟體,app,0.856,different,0.8,套裝軟體和電腦軟體雖相關但指稱不同概念
網站,app,惡意網站,app,0.8448,different,0.9,節點 A 和節點 B 雖然都是網站，但一個是通用網站，另一個是惡意網站，指稱不同概念
電子郵件客戶端,app,電子郵件,app,0.8548,different,0.8,電子郵件客戶端和電子郵件雖相關但指稱不同概念
服務,app,網站服務,app,0.8494,different,0.8,服務和網站服務雖相關但指稱不同概念
網路應用程式,app,應用軟體,app,0.8503,same,0.8,網路應用程式和應用軟體在本體論類別app下具有相似的語意含義
購物網站,app,網站,app,0.8443,different,0.8,購物網站是網站的一種特定類型，但不是所有網站都是購物網站
網路應用程式,app,雲端應用程式,app,0.8433,different,0.8,網路應用程式和雲端應用程式雖相關但指稱不同概念
http 服務,app,ftp 服務,app,0.8459,different,0.8,http 服務和 ftp 服務是兩種不同的網路服務
ftp伺服器,app,ftp 服務,app,0.8446,same,0.9,ftp伺服器和ftp服務是同義詞
手機銀行應用程式,app,行動應用程式,app,0.8412,different,0.8,節點 A 指的是手機銀行應用程式，節點 B 指的是一般的行動應用程式，兩者雖相關但指稱不同概念
程式,app,加密程式,app,0.8414,different,0.8,節點 A 和節點 B 雖然都屬於 app 類別，但節點 B 的加密程式是程式的一種特定類型
應用系統程式,app,軟體程式,app,0.8407,same,0.8,兩節點名稱語意相近，均指軟體應用程式
軟體程式,app,應用程式套件,app,0.8407,different,0.8,軟體程式和應用程式套件雖相關但指稱不同概念
電子商務網站,app,網站,app,0.8427,different,0.8,電子商務網站和網站雖相關但指稱不同概念
線上入口網站,app,電子學習入口網站,app,0.8392,different,0.8,線上入口網站和電子學習入口網站雖相關但指稱不同概念
套裝軟體,app,應用程式套件,app,0.8411,same,0.9,套裝軟體和應用程式套件是同義詞
https/smtps,app,https,app,0.839,different,0.8,節點 A 包含 smtps，節點 B 只包含 https，指稱不同概念
otp app,app,app,app,0.8374,different,0.8,節點 A 指的是特定類型的應用程式（otp app），而節點 B 則是更廣泛的應用程式概念
應用軟體子系統,app,軟體程式,app,0.8392,same,0.8,兩節點名稱語意相近，均指軟體相關概念
手機app程式,app,應用軟體,app,0.8398,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式
服務,app,重要服務,app,0.8369,different,0.8,服務和重要服務雖相關但指稱不同概念
不安全網站,app,惡意網站,app,0.8392,same,0.8,不安全網站和惡意網站在語意上相近，均指涉及安全風險的網站
