name_a,type_a,name_b,type_b,similarity,confidence,reason
應用代理閘道防火牆,tool,應用層防火牆,tool,0.8707,0.9,兩節點名稱語意相近，均指涉及應用層的防火牆
數位憑證,tool,ev-ssl數位憑證,tool,0.8706,0.9,節點 A 和節點 B 都指稱數位憑證，且 ev-ssl 是數位憑證的一種特定類型
手機防毒軟體,tool,防病毒軟體,tool,0.8705,0.9,手機防毒軟體和防病毒軟體在本體論類別tool下語意相近
對稱金鑰加密,tool,對稱式加密演算法,tool,0.8628,0.9,節點 A 和節點 B 的名稱語意等價，均指稱對稱金鑰加密的概念
應用代理閘道防火牆,tool,代理型防火牆,tool,0.8624,0.9,兩節點名稱語意等價，代理型防火牆是應用代理閘道防火牆的一種標準化形式
zenmap,tool,nmap,tool,0.8618,0.9,zenmap 是 nmap 的圖形化界面
vpn,tool,虛擬私有網路 (vpn),tool,0.8617,1.0,節點 A 和節點 B 的名稱語意等價，都是指虛擬私有網路
加密工具,tool,加密軟體,tool,0.8609,0.9,加密工具和加密軟體在本體論類別tool下為同義詞
生理特徵認證設備,tool,生物辨識設備,tool,0.8602,0.9,兩節點名稱語意等價，都是指利用生物特徵進行認證的設備
防禦主機防火牆,tool,網路防火牆,tool,0.8592,0.9,防禦主機防火牆和網路防火牆是同義詞
sha2,tool,sha-2,tool,0.8543,1.0,sha2 和 sha-2 是同義詞，指稱同一個概念
弱掃工具,tool,漏洞掃描工具,tool,0.8472,0.9,兩節點名稱語意等價，弱掃工具是漏洞掃描工具的別稱
防禦主機防火牆,tool,基於主機的防火牆,tool,0.8465,0.9,節點 A 和節點 B 的名稱語意等價，均指主機防火牆
firewall,tool,防禦主機防火牆,tool,0.8465,0.9,節點 A 和節點 B 的名稱語意等價，均指稱網路安全中的防火牆
sim卡,tool,usim卡,tool,0.8457,0.9,sim卡和usim卡都是用於移動通訊的卡片，usim卡是sim卡的升級版本
firewall,tool,傳輸層防火牆,tool,0.8431,0.9,firewall 和 傳輸層防火牆 是同義詞
siem系統,tool,siem,tool,0.8416,0.9,SIEM系統和SIEM是同義詞，指稱安全信息和事件管理系統
mirai 物聯網惡意軟體,tool,mirai 惡意程式,tool,0.8396,0.9,節點 A 和節點 B 的名稱雖然有稍微的差異，但都指稱 Mirai 惡意軟體
反惡意軟體,tool,惡意程式偵測軟體,tool,0.8384,0.9,兩節點名稱語意等價，都是用來偵測和防止惡意軟體的工具
防禦主機防火牆,tool,防火牆 (firewall),tool,0.8381,0.9,節點 A 和節點 B 的名稱語意等價，均指稱防火牆的概念
中介軟體,tool,代理軟體,tool,0.8379,0.9,中介軟體和代理軟體是同義詞
utm產品,tool,utm,tool,0.8376,1.0,utm產品和utm是同義詞
公開金鑰加密,tool,公私鑰,tool,0.8367,0.9,公開金鑰加密和公私鑰是同義詞，都是指利用公開金鑰和私人金鑰進行加密和解密的技術
一次性密碼 (otp),tool,一次性密碼,tool,0.8346,1.0,兩節點名稱語意等價
個人識別證,tool,ic 識別證,tool,0.8336,0.9,個人識別證和ic識別證是同義詞
代理防火牆,tool,防火牆 (firewall),tool,0.8334,0.9,代理防火牆是防火牆的一種特殊形式
非對稱金鑰加密,tool,非對稱加密工具,tool,0.8331,0.9,節點 A 和節點 B 的名稱語意等價，均指稱非對稱金鑰加密的工具
靜態分析程式碼掃描工具,tool,原始碼檢測工具,tool,0.8331,0.9,兩節點名稱語意等價，均指程式碼掃描工具
firewall,tool,網路應用程式防火牆,tool,0.8307,0.9,firewall 和 網路應用程式防火牆 是同義詞
傳輸層防火牆,tool,防火牆 (firewall),tool,0.8307,0.9,傳輸層防火牆是防火牆的一種特定類型，兩者名稱語意相關且指稱同一概念
防毒,tool,防毒軟體,tool,0.8299,0.9,防毒和防毒軟體在此語境下指稱同一概念
入侵防禦系統 (ips),tool,入侵偵測與防禦系統 (idps),tool,0.8292,0.9,入侵防禦系統 (ips) 和入侵偵測與防禦系統 (idps) 是同義詞
行動裝置管理系統,tool,行動裝置管理系統 (mdm),tool,0.829,1.0,兩節點名稱語意等價，均指行動裝置管理系統
網路應用程式防火牆,tool,防火牆 (firewall),tool,0.8288,0.9,節點 A 和節點 B 的名稱語意等價，均指稱防火牆的概念
應用層防火牆,tool,防火牆 (firewall),tool,0.8283,0.9,應用層防火牆是防火牆的一種特定類型，兩者名稱語意相關且指稱同一概念
入侵偵測與防範,tool,入侵防禦系統,tool,0.8276,0.9,入侵偵測與防範和入侵防禦系統是同義詞
多因子驗證機制 (mfa),tool,多因子驗證機制,tool,0.8265,1.0,兩節點名稱語意等價
微處理器,tool,cpu,tool,0.8249,0.9,微處理器和cpu是同義詞
主機型入侵偵測系統,tool,主機型入侵偵測系統 (hids),tool,0.8244,1.0,兩節點名稱語意等價
vpn 服務,tool,vpn,tool,0.8241,0.9,節點 A 和節點 B 的名稱語意等價，vpn 服務和 vpn 是同一概念的不同表達形式
惡意程式偵測軟體,tool,防毒軟體,tool,0.8236,0.9,惡意程式偵測軟體和防毒軟體是同義詞
代理型防火牆,tool,防火牆 (firewall),tool,0.8202,0.9,代理型防火牆是防火牆的一種特定類型，兩者名稱語意相關且指向同一概念
windows 自動更新,tool,windows 系統更新,tool,0.82,0.9,windows 自動更新和 windows 系統更新是同義詞
raid 1,tool,raid,tool,0.8175,0.9,節點 A 和節點 B 的名稱語意等價，都是指 RAID 1
惡意程式碼,tool,惡意軟體,tool,0.8164,0.9,惡意程式碼和惡意軟體是同義詞
dlp系統,tool,dlp,tool,0.8119,0.9,dlp系統和dlp是同義詞，指稱數據泄露防護系統
網路型入侵偵測系統,tool,網路型入侵偵測系統 (nids),tool,0.8103,1.0,兩節點名稱語意等價
入侵防禦系統 (ips),tool,入侵防禦系統,tool,0.8095,1.0,兩節點名稱語意等價
一次性密碼 (otp),tool,otp,tool,0.8092,1.0,兩節點名稱語意等價
傳輸層防火牆,tool,封包過濾型防火牆,tool,0.8087,0.9,傳輸層防火牆和封包過濾型防火牆是同義詞
cctv,tool,閉路電視監視器,tool,0.8085,0.9,cctv 和 閉路電視監視器 是同義詞
防毒解毒軟體,tool,防病毒軟體,tool,0.8071,0.9,防毒解毒軟體和防病毒軟體是同義詞
入侵偵測系統,tool,入侵偵測與防禦系統 (idps),tool,0.8053,0.9,入侵偵測系統和入侵偵測與防禦系統是同義詞，後者是前者的擴展形式
log管理工具,tool,整合式日誌管理工具,tool,0.804,0.9,log管理工具和整合式日誌管理工具的名稱語意相近，都是用於管理日誌的工具
usim,tool,usim卡,tool,0.8018,0.9,usim 和 usim 卡指稱同一概念的不同表達形式
ic卡,system,ic 卡,system,0.9874,1.0,兩節點名稱語意等價
web伺服器,system,web 伺服器,system,0.9817,1.0,兩節點名稱語意等價
虛擬資產,system,虛擬化資產,system,0.979,0.9,虛擬資產和虛擬化資產在此語境下為同義詞
硬體類資產,system,硬體資產,system,0.9776,0.9,節點 A 和節點 B 的名稱語意相近，均指稱硬體類資產
用戶電腦,system,使用者電腦,system,0.9741,0.9,用戶電腦和使用者電腦是同義詞
java 卡,system,java card,system,0.9669,0.9,java 卡和java card是同義詞
ieee 802.11i,system,ieee 802.11i wlan,system,0.9659,0.9,節點 A 和節點 B 的名稱語意等價，均指 IEEE 802.11i 無線網路標準
物聯網相關設備,system,物聯網設備,system,0.9644,0.9,兩節點名稱語意等價，均指稱物聯網相關的設備
電腦作業系統,system,作業系統,system,0.964,0.9,節點 A 和節點 B 的名稱語意等價，都是指作業系統
郵件伺服器,system,寄送郵件伺服器,system,0.9611,0.9,郵件伺服器和寄送郵件伺服器是同義詞
資訊機房,system,資訊設施機房,system,0.9589,0.9,兩節點名稱語意相近，資訊機房和資訊設施機房是同義詞
聯網裝置,system,物聯網裝置,system,0.9578,0.9,聯網裝置和物聯網裝置在本體論類別system下是同義詞
網路,system,網際網路,system,0.9563,0.9,網路和網際網路在此語境下可視為同義詞
microsoft windows,system,windows,system,0.956,0.9,節點 A 和節點 B 的名稱語意等價，都是指 Microsoft Windows 作業系統
使用者的電腦,system,使用者電腦,system,0.9555,0.9,節點 A 和節點 B 的名稱語意等價
公開金鑰加密系統,system,公開金鑰密碼系統,system,0.9546,0.9,公開金鑰加密系統和公開金鑰密碼系統是同義詞
集中式存取控制,system,集中式存取控制系統,system,0.9537,0.9,兩節點名稱語意等價，都是描述集中式存取控制的概念
雲服務,system,雲端服務,system,0.9491,0.9,雲服務和雲端服務是同義詞
加密系統,system,密碼系統,system,0.9481,0.9,加密系統和密碼系統是同義詞
終端使用者裝置,system,用戶終端設備,system,0.9469,0.9,兩節點名稱語意等價，都是指用戶使用的終端設備
備援電力系統,system,備援電力,system,0.946,0.9,兩節點名稱語意相近，備援電力系統和備援電力指稱同一概念
amazon aws,system,aws,system,0.946,1.0,節點 A 和節點 B 的名稱語意等價，均指稱 Amazon Web Services
網站伺服器,system,網頁伺服器,system,0.9454,0.9,網站伺服器和網頁伺服器是同義詞
企業網路,system,公司網路,system,0.9432,0.9,企業網路和公司網路是同義詞
雲端運算服務,system,雲端運算,system,0.9415,0.9,雲端運算服務和雲端運算是同義詞
smartphone,system,手機,system,0.9406,0.9,smartphone 和 手機 是同義詞
電腦網路,system,網路,system,0.9401,0.9,電腦網路和網路是同義詞
ic金融卡,system,ic 卡,system,0.94,0.9,ic金融卡和ic卡是同義詞
電力設施,system,電力設備,system,0.94,0.9,電力設施和電力設備是同義詞
郵件伺服器,system,收受郵件伺服器,system,0.9388,0.9,郵件伺服器和收受郵件伺服器在語意上相近，都是負責處理郵件的伺服器
4g lte,system,4g,system,0.9365,0.9,4G LTE 是 4G 的標準化形式
行動電話,system,手機,system,0.9357,0.9,行動電話和手機是同義詞
使用者的電腦,system,用戶電腦,system,0.933,0.9,節點 A 和節點 B 的名稱語意等價，都是指用戶使用的電腦
windows 作業系統,system,windows,system,0.9329,0.9,節點 A 和節點 B 的名稱語意等價，都是指 Windows 作業系統
web伺服器,system,網頁伺服器,system,0.9307,0.9,web伺服器和網頁伺服器是同義詞
tcp/ip 通訊協定,system,tcp/ip 協定組,system,0.93,0.9,tcp/ip 通訊協定和tcp/ip 協定組是同義詞
網通設備,system,網路設備,system,0.9297,0.9,網通設備和網路設備是同義詞
電腦系統,system,系統計算機,system,0.9296,0.9,電腦系統和系統計算機在此語境下指稱同一概念
行動通訊,system,行動通訊系統,system,0.927,0.9,兩節點名稱語意相近，行動通訊系統是行動通訊的標準化形式
資訊安全管理系統,system,資訊安全系統,system,0.9265,0.9,兩節點名稱語意相近，均指涉資訊安全的管理或系統
目標主機系統,system,目標系統,system,0.9244,0.9,兩節點名稱語意相近，指稱同一概念
windows 電腦,system,microsoft windows,system,0.9242,0.9,windows 電腦和microsoft windows是同義詞
資訊系統,system,資訊處理系統,system,0.9234,0.9,資訊系統和資訊處理系統是同義詞
4g,system,4g通訊,system,0.9227,0.9,4g 和 4g 通訊是同義詞，指稱相同的無線通訊技術概念
硬體,system,硬體設備,system,0.9222,0.9,硬體和硬體設備是同義詞
web 伺服器,system,網頁伺服器,system,0.9222,0.9,web 伺服器和網頁伺服器是同義詞
linux 系統,system,linux系統,system,0.921,1.0,節點 A 和節點 B 的名稱語意完全相同
組織內部網路,system,企業內部網路,system,0.9208,0.9,組織內部網路和企業內部網路是同義詞
雲端運算服務,system,雲端服務,system,0.9202,0.9,雲端運算服務和雲端服務是同義詞
安全基礎設施,system,基礎設施安全,system,0.9162,0.9,安全基礎設施和基礎設施安全是語意等價的表達
企業內部網路,system,內部網路,system,0.9156,0.9,兩節點名稱語意等價
wi-fi 熱點,system,wifi 熱點,system,0.913,1.0,wi-fi 和 wifi 是同義詞
windows 作業系統,system,microsoft windows,system,0.9115,0.9,windows 作業系統和 microsoft windows 是同義詞
基礎設施即服務(iaas),system,基礎架構即服務 (iaas),system,0.9109,1.0,兩節點名稱語意等價，都是指基礎設施即服務（IaaS）
資訊處理設施,system,資訊處理系統,system,0.9055,0.9,資訊處理設施和資訊處理系統是同義詞
組織內部網路,system,內部網路,system,0.9043,0.9,節點名稱語意等價
用戶設備,system,用戶終端設備,system,0.9038,0.9,用戶設備和用戶終端設備是同義詞
組織內部網路,system,組織網路,system,0.9025,0.9,組織內部網路和組織網路是同義詞
電子商務,system,電子商務系統,system,0.9025,0.9,電子商務和電子商務系統是同義詞，指稱同一個概念
企業網路,system,企業內部網路,system,0.9024,0.9,企業網路和企業內部網路是同義詞
ip 攝影機,system,ip camera,system,0.8997,1.0,ip 攝影機和 ip camera 是同義詞
linux 作業系統,system,linux系統,system,0.8992,0.9,節點 A 和節點 B 的名稱語意等價，都是指 Linux 作業系統
linux 作業系統,system,linux,system,0.8986,1.0,linux 作業系統和 linux 是同義詞
關鍵基礎設施,system,關鍵資訊基礎設施,system,0.8955,0.9,兩節點名稱語意相近，關鍵基礎設施和關鍵資訊基礎設施指稱相同概念
物聯網路,system,物聯網,system,0.894,0.9,兩節點名稱語意等價，物聯網路是物聯網的標準化形式
物聯網設備,system,物聯網裝置,system,0.89,0.9,物聯網設備和物聯網裝置是同義詞
ip 協定,system,tcp/ip 協定組,system,0.8886,0.9,ip 協定和 tcp/ip 協定組都是指網際網路協定套件中的核心協定
使用者裝置,system,終端使用者裝置,system,0.8884,0.9,兩節點名稱語意相近，使用者裝置和終端使用者裝置指稱同一概念
資產,system,資訊資產,system,0.8884,0.9,資產和資訊資產在資訊系統或基礎設施的本體論類別下是同義詞
行動裝置,system,手機,system,0.8876,0.9,行動裝置和手機是同義詞
無線網路,system,無線存取網路,system,0.8866,0.9,無線網路和無線存取網路是同義詞
使用者裝置,system,用戶設備,system,0.8864,0.9,使用者裝置和用戶設備是同義詞
核心網路,system,lte 核心網路,system,0.8859,0.9,lte 核心網路是核心網路的一種特定實現形式
個人電腦,system,家中電腦,system,0.8856,0.9,個人電腦和家中電腦在語意上相當接近，通常指同一類型的電腦
iot裝置,system,物聯網裝置,system,0.8854,1.0,iot裝置和物聯網裝置是同義詞
目標主機,system,目標主機系統,system,0.8849,0.9,目標主機和目標主機系統在資訊系統的語境下是同義詞
internet 伺服器,system,web 伺服器,system,0.8848,0.9,internet 伺服器和 web 伺服器在大多數情況下是同義詞
smartphone,system,行動裝置,system,0.8826,0.9,smartphone 和 行動裝置 是同義詞
web伺服器,system,網站伺服器,system,0.8811,0.9,web伺服器和網站伺服器是同義詞
網路系統,system,網路,system,0.881,0.9,網路系統和網路是同義詞
web 伺服器,system,網站伺服器,system,0.8774,0.9,web 伺服器和網站伺服器是同義詞
使用者端,system,用戶電腦,system,0.8774,0.9,使用者端和用戶電腦在資訊系統中指稱同一概念
系統主機,system,系統計算機,system,0.8773,0.9,系統主機和系統計算機是同義詞
使用者的電腦,system,個人電腦,system,0.8767,0.9,使用者的電腦和個人電腦是同義詞
用戶終端,system,用戶終端設備,system,0.8766,0.9,用戶終端和用戶終端設備是同義詞
用戶終端,system,終端使用者裝置,system,0.8762,0.9,用戶終端和終端使用者裝置是同義詞
雲端資訊系統,system,雲端服務系統,system,0.876,0.9,雲端資訊系統和雲端服務系統在本體論類別system下為同義詞
核心資通系統,system,資通系統,system,0.8758,0.9,核心資通系統和資通系統是同義詞
5g 網路,system,5g,system,0.8754,1.0,5g 網路和 5g 是同義詞
個人電腦,system,使用者電腦,system,0.8745,0.9,個人電腦和使用者電腦是同義詞
雲端服務系統,system,雲端運算服務,system,0.8744,0.9,雲端服務系統和雲端運算服務是同義詞
使用者端,system,用戶終端,system,0.874,0.9,使用者端和用戶終端是資訊系統中用戶互動的同義詞
ip 協定,system,tcp/ip 通訊協定,system,0.8736,0.9,ip 協定和 tcp/ip 通訊協定都是指網際網路協定套件中的核心協定
電腦伺服器,system,伺服器,system,0.8735,0.9,電腦伺服器和伺服器在資訊系統中是同義詞
使用者端,system,使用者電腦,system,0.873,0.9,使用者端和使用者電腦在資訊系統中指稱同一概念
雲服務,system,雲端服務環境,system,0.8728,0.9,雲服務和雲端服務環境是同義詞
電力設施,system,電力系統,system,0.8692,0.9,電力設施和電力系統是同義詞
主機,system,主機a,system,0.8683,0.9,兩節點名稱語意等價
磁碟機,system,硬碟,system,0.8676,0.9,磁碟機和硬碟是同義詞
雲服務,system,雲端運算服務,system,0.8673,0.9,雲服務和雲端運算服務是同義詞
linux,system,linux系統,system,0.8672,0.9,linux 和 linux 系統是同義詞
網路設備,system,聯網裝置,system,0.8672,0.9,網路設備和聯網裝置是同義詞
雲服務,system,雲端服務系統,system,0.8668,0.9,雲服務和雲端服務系統是同義詞
用戶電腦,system,個人電腦,system,0.8664,0.9,用戶電腦和個人電腦是同義詞
企業網路,system,組織網路,system,0.8662,0.9,企業網路和組織網路在此語境下是同義詞
3g,system,3g行動通訊系統,system,0.8656,0.9,節點 A 和節點 B 的名稱語意等價，3G 是 3G 行動通訊系統的標準化形式
企業內部網路,system,公司網路,system,0.865,0.9,企業內部網路和公司網路是同義詞
dmz區,system,dmz,system,0.8645,1.0,兩節點名稱語意等價
網路系統,system,電腦網路,system,0.864,0.9,網路系統和電腦網路是同義詞
第三代行動通訊系統,system,3g行動通訊系統,system,0.8635,1.0,第三代行動通訊系統和3g行動通訊系統是同義詞
使用者裝置,system,使用者端,system,0.8632,0.9,使用者裝置和使用者端在資訊系統中指稱使用者與系統交互的端點，語意上相近
行動電話,system,smartphone,system,0.8629,0.9,行動電話和smartphone是同義詞
無線存取點,system,無線存取器,system,0.8617,0.9,無線存取點和無線存取器是同義詞
工作站/個人電腦,system,個人電腦,system,0.8613,0.9,工作站/個人電腦和個人電腦是同義詞
使用者裝置,system,用戶終端設備,system,0.861,0.9,使用者裝置和用戶終端設備是同義詞
硬體資產,system,硬體設備,system,0.8606,0.9,硬體資產和硬體設備是同義詞
4g lte,system,4g無線網路,system,0.8602,0.9,4G LTE 和 4G 無線網路都是指第四代無線通訊技術的標準化形式
資通系統,system,資訊系統,system,0.8582,0.9,兩節點名稱語意等價
硬體類資產,system,硬體設備,system,0.8543,0.9,硬體類資產和硬體設備在資訊系統中指稱同一類概念
虛擬機器,system,虛擬伺服器,system,0.854,0.9,虛擬機器和虛擬伺服器是資訊系統中相似的概念，通常用於描述虛擬化的計算資源
核心網路,system,核心網路 (epc),system,0.8523,0.9,核心網路和核心網路 (epc) 名稱語意相近，epc 可能是核心網路的標準化形式
行動電話,system,行動裝置,system,0.8523,0.9,行動電話和行動裝置是同義詞
物聯網相關設備,system,物聯網裝置,system,0.8517,0.9,兩節點名稱語意等價，均指稱物聯網相關的設備或裝置
聯網裝置,system,物聯網設備,system,0.8492,0.9,聯網裝置和物聯網設備是同義詞
公開金鑰基礎建設 (pki),system,公開金鑰基礎建設,system,0.8487,1.0,兩節點名稱語意完全相同
無線存取器 (ap),system,無線存取器,system,0.8482,1.0,兩節點名稱語意等價
硬體資產,system,硬體,system,0.8482,0.9,節點 A 和節點 B 的名稱語意等價，都是指硬體
無線存取網路,system,無線區域網路,system,0.8474,0.9,無線存取網路和無線區域網路是同義詞
分散式架構,system,分散式計算架構,system,0.8462,0.9,兩節點名稱語意相近，分散式架構和分散式計算架構指稱同一概念
電腦伺服器,system,公司伺服器,system,0.8462,0.9,電腦伺服器和公司伺服器在此語境下指稱同一概念
系統主機,system,主機,system,0.8461,0.9,系統主機和主機是同義詞
windows server,system,windows 伺服器,system,0.8456,1.0,節點 A 和節點 B 的名稱語意等價，都是指 Windows 伺服器
電子商務,system,c2b 電子商務,system,0.8452,0.9,節點 A 和節點 B 的名稱語意相近，c2b 電子商務是一種電子商務的形式
硬體設備,system,裝置,system,0.8449,0.9,硬體設備和裝置是資訊系統中的同義詞
solaris 8,system,solaris 8 作業系統,system,0.8438,0.9,節點名稱語意等價，Solaris 8 和 Solaris 8 作業系統指稱同一個概念
資訊安全管理系統,system,資訊安全管理系統 (isms),system,0.8414,1.0,兩節點名稱語意等價
軟體即服務 (saas),system,saas,system,0.8399,1.0,節點 A 和節點 B 的名稱語意等價
雲端環境,system,雲端基礎設施,system,0.8393,0.9,雲端環境和雲端基礎設施在資訊系統的語境下是同義詞
電腦主機,system,個人電腦,system,0.8382,0.9,電腦主機和個人電腦是同義詞
使用者裝置,system,使用者電腦,system,0.8373,0.9,使用者裝置和使用者電腦在資訊系統中是同義詞
聯網裝置,system,iot裝置,system,0.8366,0.9,聯網裝置和IoT裝置是同義詞
系統主機,system,電腦主機,system,0.836,0.9,系統主機和電腦主機是同義詞
iot裝置,system,物聯網設備,system,0.8356,0.9,iot裝置和物聯網設備是同義詞
dmz區,system,隔離區 (dmz),system,0.8344,1.0,兩節點名稱語意等價，dmz區和隔離區（dmz）是同義詞
目標主機,system,目標電腦,system,0.8313,0.9,目標主機和目標電腦是同義詞
ic卡,system,非接觸式 ic 卡,system,0.8312,0.9,ic卡和非接觸式ic卡語意等價
硬體類資產,system,硬體,system,0.8305,0.9,節點 A 和節點 B 的名稱語意相近，均指稱硬體類資產
internet 伺服器,system,網站伺服器,system,0.8301,0.9,internet 伺服器和網站伺服器都是用於提供網站服務的伺服器，語意上相近
殭屍網路,system,殭屍電腦,system,0.8279,0.9,殭屍網路和殭屍電腦都是指被黑客控制的受感染電腦
攝影機,system,ip camera,system,0.8267,0.9,攝影機和ip camera是同義詞
使用者裝置,system,用戶電腦,system,0.8255,0.9,使用者裝置和用戶電腦是同義詞
平台即服務 (paas),system,paas,system,0.8249,1.0,節點 A 和節點 B 的名稱語意等價
電力系統,system,電網,system,0.8231,0.9,電力系統和電網是同義詞
主機端點,system,主機,system,0.8223,0.9,主機端點和主機是相關的資訊系統概念，且名稱語意相近
linux 作業系統,system,linux 系統,system,0.8198,0.9,linux 作業系統和 linux 系統是語意等價的表達
物聯網 (iot),system,物聯網,system,0.8198,1.0,兩節點名稱語意等價
資訊機房,system,機房,system,0.8195,0.9,資訊機房和機房是同義詞
gsm,system,gsm 行動電話設備,system,0.8181,0.9,節點A和節點B的名稱語意等價，GSM是行動電話設備的標準化形式
企業內部網路,system,組織網路,system,0.8179,0.9,企業內部網路和組織網路是同義詞
用戶設備,system,用戶設備 (ue),system,0.8178,0.9,節點名稱語意等價
iot裝置,system,物聯網 (iot),system,0.8168,1.0,iot裝置和物聯網(iot)是同義詞
晶片卡,system,非接觸式 ic 卡,system,0.8164,0.9,晶片卡和非接觸式IC卡是同義詞
用戶設備,system,終端使用者裝置,system,0.8152,0.9,用戶設備和終端使用者裝置是同義詞
基地台,system,基地台 (ap),system,0.8139,0.9,兩節點名稱語意等價，基地台和基地台 (ap) 指稱相同概念
使用者端,system,用戶終端設備,system,0.8138,0.9,使用者端和用戶終端設備是資訊系統中用戶交互的同義詞
組織內部網路,system,企業或組織內部,system,0.8137,0.9,節點 A 和節點 B 的名稱語意相近，均指組織內部的網路或系統
目標主機,system,目標伺服器,system,0.8125,0.9,目標主機和目標伺服器在資訊系統中常被用作同義詞
物聯網相關設備,system,iot裝置,system,0.8115,0.9,物聯網相關設備和iot裝置是同義詞
物聯網節點,system,物聯網,system,0.8104,0.9,兩節點名稱語意等價
linux工作站,system,linux桌上型電腦,system,0.807,0.9,linux工作站和linux桌上型電腦在大多數情況下指稱相同的概念
c2c電子商務,system,電子商務系統,system,0.806,0.9,c2c電子商務和電子商務系統是同義詞
osi 參考模式,system,osi模型,system,0.806,0.9,節點 A 和節點 B 的名稱語意等價，OSI 參考模式和 OSI 模型是同一個概念的不同稱呼
目標網路,system,目標系統,system,0.8054,0.9,目標網路和目標系統在資訊系統的語境下是同義詞
電腦主機,system,主機,system,0.8054,0.9,電腦主機和主機在資訊系統中是同義詞
ims,system,多媒體子系統 (ims),system,0.8032,0.9,ims 和多媒體子系統 (ims) 的名稱語意等價
機器人電腦,system,系統計算機,system,0.8028,0.9,機器人電腦和系統計算機在本體論類別system下具有相似的語意含義
gsm 行動電話設備,system,手機,system,0.8023,0.9,gsm 行動電話設備和手機是同義詞
機房,system,資訊設施機房,system,0.8017,0.9,機房和資訊設施機房的名稱語意相近，指稱相同的概念
關聯式資料庫,system,資料庫系統,system,0.8009,0.9,兩節點名稱語意相近，皆指涉資料儲存系統
系統應用程式,app,應用系統程式,app,0.9778,0.9,系統應用程式和應用系統程式是同義詞
軟體類資產,app,軟體資產,app,0.9771,0.9,軟體類資產和軟體資產在語意上相近，指稱同一概念
ms-sql server,app,ms sql server,app,0.973,1.0,兩節點名稱語意等價，僅有連字號的差異
系統應用程式,app,應用系統,app,0.9477,0.9,系統應用程式和應用系統是同義詞
網站應用程式,app,網頁應用程式,app,0.9438,0.9,網站應用程式和網頁應用程式是同義詞
電腦軟體,app,軟體程式,app,0.9329,0.9,節點 A 和節點 B 的名稱語意等價，都是指軟體程式
網路應用程式,app,網路應用軟體,app,0.9286,0.9,網路應用程式和網路應用軟體是同義詞
程式,app,電腦程式,app,0.9236,0.9,程式和電腦程式是同義詞
軟體程式,app,應用軟體,app,0.9194,0.9,軟體程式和應用軟體是同義詞
手機app程式,app,應用程式,app,0.9151,0.9,節點名稱語意等價
手機app程式,app,行動應用程式,app,0.9139,0.9,兩節點名稱語意等價，都是指行動裝置上的應用程式
應用軟體,app,應用程式,app,0.9119,1.0,兩節點名稱語意等價
應用程式,app,行動應用程式,app,0.9114,0.9,兩節點名稱語意相近，行動應用程式是應用程式的一種特定類型
應用程式,app,app,app,0.9081,1.0,節點 A 和節點 B 的名稱語意等價，都是指應用程式
安裝軟體,app,安裝程式,app,0.9064,0.9,節點名稱語意等價
erp系統,app,erp 系統,app,0.9052,1.0,節點 A 和節點 B 的名稱完全相同，均為 erp 系統
應用系統程式,app,應用程式,app,0.9048,0.9,兩節點名稱語意等價，都是指應用程式的概念
網頁,app,web 頁面,app,0.9039,0.9,網頁和web頁面是同義詞
線上購物,app,購物網站,app,0.8885,0.9,線上購物和購物網站是同義詞
web 應用程式,app,網頁應用程式,app,0.882,0.9,節點 A 和節點 B 的名稱語意等價，都是指網頁上運行的應用程式
電腦軟體,app,應用軟體,app,0.8811,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式的軟體
微軟網路芳鄰,app,網路芳鄰,app,0.8797,0.9,節點 A 和節點 B 的名稱語意相近，且節點 A 的名稱包含了節點 B 的名稱，表明兩者可能指稱同一個概念
應用系統程式,app,應用軟體,app,0.8768,0.9,兩節點名稱語意等價，都是指應用程式
app,app,行動應用程式,app,0.8757,0.9,app 和 行動應用程式 是同義詞
系統應用程式,app,應用程式,app,0.8722,0.9,節點名稱語意等價
軟體系統,app,軟體程式,app,0.8663,0.9,軟體系統和軟體程式在此語境下是同義詞
電子商務網站,app,購物網站,app,0.8645,0.9,電子商務網站和購物網站是同義詞
應用軟體,app,應用程式套件,app,0.8636,0.9,兩節點名稱語意等價，都是指應用程式的不同稱呼
芳鄰,app,網路芳鄰,app,0.8629,0.9,節點 A 和節點 B 的名稱語意等價，都是指網路芳鄰應用程式
web 應用程式,app,網站應用程式,app,0.8625,0.9,web 應用程式和網站應用程式是同義詞
電子郵件用戶端,app,電子郵件客戶端,app,0.8562,0.9,電子郵件用戶端和電子郵件客戶端是同義詞
應用系統程式,app,應用程式套件,app,0.8522,0.9,兩節點名稱語意相近，均指應用程式的概念
軟體系統,app,應用系統,app,0.8515,0.9,軟體系統和應用系統在本體論類別app下為同義詞
軟體程式,app,電腦程式,app,0.8514,0.9,軟體程式和電腦程式是同義詞
ftp伺服器,app,ftp 服務,app,0.8446,0.9,ftp伺服器和ftp服務是同義詞
應用軟體,app,應用系統,app,0.8436,0.9,應用軟體和應用系統是同義詞
套裝軟體,app,應用程式套件,app,0.8411,0.9,套裝軟體和應用程式套件是同義詞
手機app程式,app,應用軟體,app,0.8398,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式
ftp伺服器,app,ftp,app,0.8365,0.9,ftp伺服器和ftp是同義詞，均指檔案傳輸協定伺服器
